Tanggal,Judul Berita,URL,Label,Judul Bersih,Tokenisasi,Jumlah Kata
6 jam yang lalu,PPATK Ungkap Jabodetabek Pusat Aktivitas Judi Online Nasional,https://news.detik.com/berita/d-8545766/ppatk-ungkap-jabodetabek-pusat-aktivitas-judi-online-nasional,News,ppatk ungkap jabodetabek pusat aktivitas judi online nasional,"['ppatk', 'ungkap', 'jabodetabek', 'pusat', 'aktivitas', 'judi', 'online', 'nasional']",8
6 jam yang lalu,5 Berita Terpopuler Internasional Hari Ini,https://news.detik.com/internasional/d-8545716/5-berita-terpopuler-internasional-hari-ini,News,berita populer internasional hari,"['berita', 'populer', 'internasional', 'hari']",4
6 jam yang lalu,"Perkara Sampel Urine, Jukir di Jakut Nekat Tusuk Karyawan Mal",https://news.detik.com/berita/d-8545707/perkara-sampel-urine-jukir-di-jakut-nekat-tusuk-karyawan-mal,News,perkara sampel urine jukir jakut nekat tusuk karyawan mal,"['perkara', 'sampel', 'urine', 'jukir', 'jakut', 'nekat', 'tusuk', 'karyawan', 'mal']",9
6 jam yang lalu,"Langka, Senat AS Minta Trump Akhiri Operasi Militer di Iran",https://news.detik.com/dw/d-8545693/langka-senat-as-minta-trump-akhiri-operasi-militer-di-iran,News,langka senat as minta trump akhir operasi militer iran,"['langka', 'senat', 'as', 'minta', 'trump', 'akhir', 'operasi', 'militer', 'iran']",9
6 jam yang lalu,"Suasana Hotel Sultan yang Mulai Dikosongkan, Kasur hingga TV Diangkut Truk",https://news.detik.com/berita/d-8545692/suasana-hotel-sultan-yang-mulai-dikosongkan-kasur-hingga-tv-diangkut-truk,News,suasana hotel sultan mulai kosong kasur hingga tv angkut truk,"['suasana', 'hotel', 'sultan', 'mulai', 'kosong', 'kasur', 'hingga', 'tv', 'angkut', 'truk']",10
6 jam yang lalu,Rekor! Ebola di Kongo Tembus 1.000 Kasus dalam Sebulan,https://news.detik.com/dw/d-8545689/rekor-ebola-di-kongo-tembus-1-000-kasus-dalam-sebulan,News,rekor ebola kongo tembus kasus bulan,"['rekor', 'ebola', 'kongo', 'tembus', 'kasus', 'bulan']",6
6 jam yang lalu,"Ada Demo Mahasiswa di Monas, Jl Medan Merdeka Selatan Arah Gambir Ditutup",https://news.detik.com/berita/d-8545667/ada-demo-mahasiswa-di-monas-jl-medan-merdeka-selatan-arah-gambir-ditutup,News,demo mahasiswa monas jl medan merdeka selatan arah gambir tutup,"['demo', 'mahasiswa', 'monas', 'jl', 'medan', 'merdeka', 'selatan', 'arah', 'gambir', 'tutup']",10
6 jam yang lalu,Iran Bilang Kesepakatan Damai adalah Deklarasi Kekalahan AS,https://news.detik.com/internasional/d-8545664/iran-bilang-kesepakatan-damai-adalah-deklarasi-kekalahan-as,News,iran bilang sepakat damai deklarasi kalah as,"['iran', 'bilang', 'sepakat', 'damai', 'deklarasi', 'kalah', 'as']",7
7 jam yang lalu,"Isi Libur Sekolah, WKND Market PIK2 Hadirkan Puluhan Brand Lokal",https://news.detik.com/berita/d-8545661/isi-libur-sekolah-wknd-market-pik2-hadirkan-puluhan-brand-lokal,News,isi libur sekolah wknd market pik hadir puluh brand lokal,"['isi', 'libur', 'sekolah', 'wknd', 'market', 'pik', 'hadir', 'puluh', 'brand', 'lokal']",10
7 jam yang lalu,Bareskrim Limpahkan Laporan terhadap Grace Natalie-Abu Janda ke Polda Metro,https://news.detik.com/berita/d-8545652/bareskrim-limpahkan-laporan-terhadap-grace-natalie-abu-janda-ke-polda-metro,News,bareskrim limpah lapor grace natalie abu janda polda metro,"['bareskrim', 'limpah', 'lapor', 'grace', 'natalie', 'abu', 'janda', 'polda', 'metro']",9
7 jam yang lalu,"Jalan Raya CBL Memprihatinkan, 4 Titik Longsor Dibiarkan Berbulan-bulan",https://news.detik.com/foto-news/d-8544972/jalan-raya-cbl-memprihatinkan-4-titik-longsor-dibiarkan-berbulan-bulan,News,jalan raya cbl prihatin titik longsor biar bulan bulan,"['jalan', 'raya', 'cbl', 'prihatin', 'titik', 'longsor', 'biar', 'bulan', 'bulan']",9
7 jam yang lalu,"BPJPH Raih Penghargaan Satker Terbaik Pengelolaan APBN, Catat IKPA 99,53",https://news.detik.com/berita/d-8545646/bpjph-raih-penghargaan-satker-terbaik-pengelolaan-apbn-catat-ikpa-99-53,News,bpjph raih harga satker baik kelola apbn catat ikpa,"['bpjph', 'raih', 'harga', 'satker', 'baik', 'kelola', 'apbn', 'catat', 'ikpa']",9
7 jam yang lalu,"Kejagung Terapkan Plea Bargaining, Jaksa Agung Bicara Pemulihan Sosial",https://news.detik.com/berita/d-8545637/kejagung-terapkan-plea-bargaining-jaksa-agung-bicara-pemulihan-sosial,News,jagung terap plea bargaining jaksa agung bicara pulih sosial,"['jagung', 'terap', 'plea', 'bargaining', 'jaksa', 'agung', 'bicara', 'pulih', 'sosial']",9
7 jam yang lalu,"Dorong Kolaborasi Hijau, Pegadaian Dukung Program 2.000 Pohon di Kaltim",https://news.detik.com/berita/d-8545636/dorong-kolaborasi-hijau-pegadaian-dukung-program-2-000-pohon-di-kaltim,News,dorong kolaborasi hijau gadai dukung program pohon kaltim,"['dorong', 'kolaborasi', 'hijau', 'gadai', 'dukung', 'program', 'pohon', 'kaltim']",8
7 jam yang lalu,"Polisi Pantau Unggahan soal Korban Taufik Hidayat Lainnya, Persilakan Melapor",https://news.detik.com/berita/d-8545635/polisi-pantau-unggahan-soal-korban-taufik-hidayat-lainnya-persilakan-melapor,News,polisi pantau unggah soal korban taufik hidayat lain sila lapor,"['polisi', 'pantau', 'unggah', 'soal', 'korban', 'taufik', 'hidayat', 'lain', 'sila', 'lapor']",10
7 jam yang lalu,"Polda Jabar Tegaskan Taufik Hidayat Ditangkap, Bukan Menyerahkan Diri",https://news.detik.com/berita/d-8545634/polda-jabar-tegaskan-taufik-hidayat-ditangkap-bukan-menyerahkan-diri,News,polda jabar tegas taufik hidayat tangkap bukan serah diri,"['polda', 'jabar', 'tegas', 'taufik', 'hidayat', 'tangkap', 'bukan', 'serah', 'diri']",9
7 jam yang lalu,Komisi II DPR: Dasco Pimpin Safari Bahas RUU Pemilu ke Parpol Non-parlemen,https://news.detik.com/berita/d-8545630/komisi-ii-dpr-dasco-pimpin-safari-bahas-ruu-pemilu-ke-parpol-non-parlemen,News,komisi ii dpr dasco pimpin safari bahas ruu milu parpol non parlemen,"['komisi', 'ii', 'dpr', 'dasco', 'pimpin', 'safari', 'bahas', 'ruu', 'milu', 'parpol', 'non', 'parlemen']",12
7 jam yang lalu,Israel Anggap Turki Jadi Ancaman Lebih Besar Dibanding Iran,https://news.detik.com/internasional/d-8545629/israel-anggap-turki-jadi-ancaman-lebih-besar-dibanding-iran,News,israel anggap turki jadi ancam lebih besar banding iran,"['israel', 'anggap', 'turki', 'jadi', 'ancam', 'lebih', 'besar', 'banding', 'iran']",9
7 jam yang lalu,"Dulu Kayuh Sepeda Jual Ikan, Kini Risky Merajut Mimpi di Sekolah Rakyat",https://news.detik.com/berita/d-8545626/dulu-kayuh-sepeda-jual-ikan-kini-risky-merajut-mimpi-di-sekolah-rakyat,News,dulu kayuh sepeda jual ikan kini risky rajut mimpi sekolah rakyat,"['dulu', 'kayuh', 'sepeda', 'jual', 'ikan', 'kini', 'risky', 'rajut', 'mimpi', 'sekolah', 'rakyat']",11
7 jam yang lalu,Prabowo Blak-blakan Ada yang Tak Mau RI Bangkit: Saya Bicara Apa Adanya,https://news.detik.com/berita/d-8545623/prabowo-blak-blakan-ada-yang-tak-mau-ri-bangkit-saya-bicara-apa-adanya,News,prabowo blak blakan yang tak mau ri bangkit bicara apa ada,"['prabowo', 'blak', 'blakan', 'yang', 'tak', 'mau', 'ri', 'bangkit', 'bicara', 'apa', 'ada']",11
7 jam yang lalu,Polda Riau Bedah Rumah Warga di Pekanbaru Sambut Hari Bhayangkara ke-80,https://news.detik.com/melindungi-tuah-marwah/d-8545621/polda-riau-bedah-rumah-warga-di-pekanbaru-sambut-hari-bhayangkara-ke-80,News,polda riau bedah rumah warga pekanbaru sambut hari bhayangkara,"['polda', 'riau', 'bedah', 'rumah', 'warga', 'pekanbaru', 'sambut', 'hari', 'bhayangkara']",9
7 jam yang lalu,Bima Arya Bekali Praja IPDN Papua 3 Fondasi Utama Kepemimpinan,https://news.detik.com/berita/d-8545567/bima-arya-bekali-praja-ipdn-papua-3-fondasi-utama-kepemimpinan,News,bima arya bekal praja ipdn papua fondasi utama pimpin,"['bima', 'arya', 'bekal', 'praja', 'ipdn', 'papua', 'fondasi', 'utama', 'pimpin']",9
7 jam yang lalu,"Video: Detik-detik Longsor Lembah Anai, Jalur Padang-Bukittinggi Putus Total!",https://20.detik.com/detikupdate/20260624-260624095/video-detik-detik-longsor-lembah-anai-jalur-padang-bukittinggi-putus-total,News,video detik detik longsor lembah ana jalur padang bukittinggi putus total,"['video', 'detik', 'detik', 'longsor', 'lembah', 'ana', 'jalur', 'padang', 'bukittinggi', 'putus', 'total']",11
7 jam yang lalu,Prabowo Ungkap Alasan Berkiprah di Politik: Tak Lihat Usaha Elite untuk Rakyat,https://news.detik.com/berita/d-8545615/prabowo-ungkap-alasan-berkiprah-di-politik-tak-lihat-usaha-elite-untuk-rakyat,News,prabowo ungkap alas kiprah politik tak lihat usaha elite rakyat,"['prabowo', 'ungkap', 'alas', 'kiprah', 'politik', 'tak', 'lihat', 'usaha', 'elite', 'rakyat']",10
7 jam yang lalu,"2 SPPI Kopdes-Kampung Nelayan Meninggal Saat Latihan Militer, Istana Buka Suara",https://news.detik.com/berita/d-8545610/2-sppi-kopdes-kampung-nelayan-meninggal-saat-latihan-militer-istana-buka-suara,News,sppi kopdes kampung nelayan tinggal latih militer istana buka suara,"['sppi', 'kopdes', 'kampung', 'nelayan', 'tinggal', 'latih', 'militer', 'istana', 'buka', 'suara']",10
7 jam yang lalu,Puncak HUT Jakarta 28 Juni di Bundaran HI: Jadwal dan Rangkaian Acara,https://news.detik.com/berita/d-8545597/puncak-hut-jakarta-28-juni-di-bundaran-hi-jadwal-dan-rangkaian-acara,News,puncak hut jakarta juni bundar hi jadwal rangkai acara,"['puncak', 'hut', 'jakarta', 'juni', 'bundar', 'hi', 'jadwal', 'rangkai', 'acara']",9
7 jam yang lalu,Wakapolri Pimpin Ziarah Nasional Menjelang Hari Bhayangkara ke-80,https://news.detik.com/berita/d-8545593/wakapolri-pimpin-ziarah-nasional-menjelang-hari-bhayangkara-ke-80,News,wakapolri pimpin ziarah nasional jelang hari bhayangkara,"['wakapolri', 'pimpin', 'ziarah', 'nasional', 'jelang', 'hari', 'bhayangkara']",7
7 jam yang lalu,Bhayangkari Polda Metro Bagikan 750 Paket Sembako di Bojongsari Depok,https://news.detik.com/berita/d-8545590/bhayangkari-polda-metro-bagikan-750-paket-sembako-di-bojongsari-depok,News,bhayangkari polda metro bagi paket sembako bojongsari depok,"['bhayangkari', 'polda', 'metro', 'bagi', 'paket', 'sembako', 'bojongsari', 'depok']",8
7 jam yang lalu,AS Sita 300 Drone di Dekat Lokasi-lokasi Piala Dunia,https://news.detik.com/internasional/d-8545587/as-sita-300-drone-di-dekat-lokasi-lokasi-piala-dunia,News,as sita drone dekat lokasi lokasi piala dunia,"['as', 'sita', 'drone', 'dekat', 'lokasi', 'lokasi', 'piala', 'dunia']",8
7 jam yang lalu,"Ini 5 Desain Terbaik Logo HUT Ke-81 RI, Publik Bisa Ikut Pilih",https://news.detik.com/berita/d-8545582/ini-5-desain-terbaik-logo-hut-ke-81-ri-publik-bisa-ikut-pilih,News,desain baik logo hut ri publik ikut pilih,"['desain', 'baik', 'logo', 'hut', 'ri', 'publik', 'ikut', 'pilih']",8
7 jam yang lalu,"Emak-emak Diviralkan Nyopet di Bus TransJ, Begini Faktanya",https://news.detik.com/berita/d-8545572/emak-emak-diviralkan-nyopet-di-bus-transj-begini-faktanya,News,emak emak diviralkan nyopet bus transj begini fakta,"['emak', 'emak', 'diviralkan', 'nyopet', 'bus', 'transj', 'begini', 'fakta']",8
7 jam yang lalu,"Pulihkan Rp 379 T, Kejagung Kini Kejar Rp 40,3 T dari Denda Penertiban Hutan",https://news.detik.com/berita/d-8545571/pulihkan-rp-379-t-kejagung-kini-kejar-rp-40-3-t-dari-denda-penertiban-hutan,News,pulih rp t jagung kini kejar rp t denda tertib hutan,"['pulih', 'rp', 't', 'jagung', 'kini', 'kejar', 'rp', 't', 'denda', 'tertib', 'hutan']",11
7 jam yang lalu,"Video Kericuhan Kebun Sawit OKI: Warga Bakar Kantor Perusahaan, 2 Orang Terluka",https://20.detik.com/detikupdate/20260624-260624091/video-kericuhan-kebun-sawit-oki-warga-bakar-kantor-perusahaan-2-orang-terluka,News,video ricuh kebun sawit oki warga bakar kantor usaha orang luka,"['video', 'ricuh', 'kebun', 'sawit', 'oki', 'warga', 'bakar', 'kantor', 'usaha', 'orang', 'luka']",11
7 jam yang lalu,Kemendagri Pastikan Hasil Ukur IPKD 2025 Sesuai Kondisi Riil Daerah,https://news.detik.com/berita/d-8545548/kemendagri-pastikan-hasil-ukur-ipkd-2025-sesuai-kondisi-riil-daerah,News,kemendagri pasti hasil ukur ipkd sesuai kondisi riil daerah,"['kemendagri', 'pasti', 'hasil', 'ukur', 'ipkd', 'sesuai', 'kondisi', 'riil', 'daerah']",9
7 jam yang lalu,Mobil Pelat Merah Berisi Mayat Wanita 4 Hari Terparkir di Bandara Juanda,https://news.detik.com/berita/d-8545568/mobil-pelat-merah-berisi-mayat-wanita-4-hari-terparkir-di-bandara-juanda,News,mobil pelat merah isi mayat wanita hari parkir bandara juanda,"['mobil', 'pelat', 'merah', 'isi', 'mayat', 'wanita', 'hari', 'parkir', 'bandara', 'juanda']",10
7 jam yang lalu,"Cara Ikut Voting Logo HUT ke-81 RI Tahun 2026, Ini Linknya",https://news.detik.com/berita/d-8545561/cara-ikut-voting-logo-hut-ke-81-ri-tahun-2026-ini-linknya,News,cara ikut voting logo hut ri tahun linknya,"['cara', 'ikut', 'voting', 'logo', 'hut', 'ri', 'tahun', 'linknya']",8
8 jam yang lalu,Video: Geger Wanita Tewas dalam Mobil Pelat Merah di Bandara Juanda,https://20.detik.com/detikupdate/20260624-260624090/video-geger-wanita-tewas-dalam-mobil-pelat-merah-di-bandara-juanda,News,video geger wanita tewas mobil pelat merah bandara juanda,"['video', 'geger', 'wanita', 'tewas', 'mobil', 'pelat', 'merah', 'bandara', 'juanda']",9
8 jam yang lalu,Andre Rosiade: Isu Budi Djiwandono Minta Awasi Gerak Gibran Hoaks,https://news.detik.com/berita/d-8545550/andre-rosiade-isu-budi-djiwandono-minta-awasi-gerak-gibran-hoaks,News,andre rosiade isu budi djiwandono minta awas gerak gibran hoaks,"['andre', 'rosiade', 'isu', 'budi', 'djiwandono', 'minta', 'awas', 'gerak', 'gibran', 'hoaks']",10
8 jam yang lalu,"Viral Pemotor Masuk Tol BORR, Sempat Jatuh usai Ditegur Petugas Kebersihan",https://news.detik.com/berita/d-8545542/viral-pemotor-masuk-tol-borr-sempat-jatuh-usai-ditegur-petugas-kebersihan,News,viral motor masuk tol borr sempat jatuh usai tegur tugas bersih,"['viral', 'motor', 'masuk', 'tol', 'borr', 'sempat', 'jatuh', 'usai', 'tegur', 'tugas', 'bersih']",11
8 jam yang lalu,"Barang Rampasan Kasus Noel dkk Bakal Dilelang, Ada Ducati hingga Nissan GTR",https://news.detik.com/berita/d-8545541/barang-rampasan-kasus-noel-dkk-bakal-dilelang-ada-ducati-hingga-nissan-gtr,News,barang rampas kasus noel dkk bakal lelang ducati hingga nissan gtr,"['barang', 'rampas', 'kasus', 'noel', 'dkk', 'bakal', 'lelang', 'ducati', 'hingga', 'nissan', 'gtr']",11
8 jam yang lalu,"Menlu Iran Teleponan dengan Pejabat Hamas, Bahas Apa?",https://news.detik.com/internasional/d-8545540/menlu-iran-teleponan-dengan-pejabat-hamas-bahas-apa,News,menlu iran telepon jabat hamas bahas apa,"['menlu', 'iran', 'telepon', 'jabat', 'hamas', 'bahas', 'apa']",7
8 jam yang lalu,Bima Arya Bicara Pentingnya Identitas Daerah Lewat Kearifan Lokal,https://news.detik.com/berita/d-8545536/bima-arya-bicara-pentingnya-identitas-daerah-lewat-kearifan-lokal,News,bima arya bicara penting identitas daerah lewat arif lokal,"['bima', 'arya', 'bicara', 'penting', 'identitas', 'daerah', 'lewat', 'arif', 'lokal']",9
8 jam yang lalu,"2 WN Pakistan di OKU Sumsel Dideportasi, Bohongi Data Demi dapat ITAS",https://news.detik.com/berita/d-8545507/2-wn-pakistan-di-oku-sumsel-dideportasi-bohongi-data-demi-dapat-itas,News,wn pakistan oku sumsel deportasi bohong data dapat itas,"['wn', 'pakistan', 'oku', 'sumsel', 'deportasi', 'bohong', 'data', 'dapat', 'itas']",9
8 jam yang lalu,Pemerintah Buka Jajak Pendapat Logo HUT Ke-81 RI 24-28 Juni 2026,https://news.detik.com/berita/d-8545506/pemerintah-buka-jajak-pendapat-logo-hut-ke-81-ri-24-28-juni-2026,News,perintah buka jajak dapat logo hut ri juni,"['perintah', 'buka', 'jajak', 'dapat', 'logo', 'hut', 'ri', 'juni']",8
8 jam yang lalu,YouTube Setujui Penyelesaian Gugatan Kesehatan Mental Remaja AS,https://news.detik.com/dw/d-8545505/youtube-setujui-penyelesaian-gugatan-kesehatan-mental-remaja-as,News,youtube tuju selesai gugat sehat mental remaja as,"['youtube', 'tuju', 'selesai', 'gugat', 'sehat', 'mental', 'remaja', 'as']",8
8 jam yang lalu,"Sehari 3 Kali, Truk Kecelakaan di Jakarta Hari Ini",https://news.detik.com/berita/d-8545504/sehari-3-kali-truk-kecelakaan-di-jakarta-hari-ini,News,hari kali truk celaka jakarta hari,"['hari', 'kali', 'truk', 'celaka', 'jakarta', 'hari']",6
8 jam yang lalu,"512 Warga di Nanggung Bogor Terdampak Kekeringan, Butuh Air Bersih",https://news.detik.com/berita/d-8545497/512-warga-di-nanggung-bogor-terdampak-kekeringan-butuh-air-bersih,News,warga nanggung bogor dampak kering butuh air bersih,"['warga', 'nanggung', 'bogor', 'dampak', 'kering', 'butuh', 'air', 'bersih']",8
8 jam yang lalu,Polisi Jamin Perlakukan Taufik Hidayat Sesuai SOP dan Manusiawi,https://news.detik.com/berita/d-8545492/polisi-jamin-perlakukan-taufik-hidayat-sesuai-sop-dan-manusiawi,News,polisi jamin laku taufik hidayat sesuai sop manusiawi,"['polisi', 'jamin', 'laku', 'taufik', 'hidayat', 'sesuai', 'sop', 'manusiawi']",8
8 jam yang lalu,Mendagri Sebut Penguatan Program Bedah Rumah Wujud Keberpihakan Pemerintah,https://news.detik.com/berita/d-8545490/mendagri-sebut-penguatan-program-bedah-rumah-wujud-keberpihakan-pemerintah,News,mendagri sebut kuat program bedah rumah wujud pihak perintah,"['mendagri', 'sebut', 'kuat', 'program', 'bedah', 'rumah', 'wujud', 'pihak', 'perintah']",9
8 jam yang lalu,Aria Bima PDIP Ungkap Dana Transfer ke Daerah Bakal Jadi Rp 600 T di 2027,https://news.detik.com/berita/d-8545489/aria-bima-pdip-ungkap-dana-transfer-ke-daerah-bakal-jadi-rp-600-t-di-2027,News,aria bima pdip ungkap dana transfer daerah bakal jadi rp t,"['aria', 'bima', 'pdip', 'ungkap', 'dana', 'transfer', 'daerah', 'bakal', 'jadi', 'rp', 't']",11
8 jam yang lalu,"Prabowo Akui Gaji Guru Kurang Baik, Komisi X DPR: Layaknya Minimal Rp 5 Juta",https://news.detik.com/berita/d-8545466/prabowo-akui-gaji-guru-kurang-baik-komisi-x-dpr-layaknya-minimal-rp-5-juta,News,prabowo aku gaji guru kurang baik komisi x dpr layak minimal rp juta,"['prabowo', 'aku', 'gaji', 'guru', 'kurang', 'baik', 'komisi', 'x', 'dpr', 'layak', 'minimal', 'rp', 'juta']",13
8 jam yang lalu,Kapolda Riau Ziarah Makam Pahlawan Jelang HUT Bhayangkara: Rawat Semangat Juang,https://news.detik.com/melindungi-tuah-marwah/d-8545465/kapolda-riau-ziarah-makam-pahlawan-jelang-hut-bhayangkara-rawat-semangat-juang,News,kapolda riau ziarah makam pahlawan jelang hut bhayangkara rawat semangat juang,"['kapolda', 'riau', 'ziarah', 'makam', 'pahlawan', 'jelang', 'hut', 'bhayangkara', 'rawat', 'semangat', 'juang']",11
8 jam yang lalu,Dunia Hari Ini: Setidaknya 18 Orang Tewas Akibat Gelombang Panas di Eropa,https://news.detik.com/abc-australia/d-8545462/dunia-hari-ini-setidaknya-18-orang-tewas-akibat-gelombang-panas-di-eropa,News,dunia hari tidak orang tewas akibat gelombang panas eropa,"['dunia', 'hari', 'tidak', 'orang', 'tewas', 'akibat', 'gelombang', 'panas', 'eropa']",9
8 jam yang lalu,Saksi Kasus Korupsi LPEI Rp 992 M Tiba-tiba Cabut Keterangan di Sidang,https://news.detik.com/berita/d-8545454/saksi-kasus-korupsi-lpei-rp-992-m-tiba-tiba-cabut-keterangan-di-sidang,News,saksi kasus korupsi lpei rp m tiba tiba cabut terang sidang,"['saksi', 'kasus', 'korupsi', 'lpei', 'rp', 'm', 'tiba', 'tiba', 'cabut', 'terang', 'sidang']",11
8 jam yang lalu,Warkopolim di Kebayoran Jaksel Kebakaran Dini Hari,https://news.detik.com/berita/d-8545440/warkopolim-di-kebayoran-jaksel-kebakaran-dini-hari,News,warkopolim kebayoran jaksel bakar dini hari,"['warkopolim', 'kebayoran', 'jaksel', 'bakar', 'dini', 'hari']",6
9 jam yang lalu,Video: Kejagung Dorong Tersangka Korupsi MBG Setor Nama Lain yang Terlibat,https://20.detik.com/detikupdate/20260624-260624084/video-kejagung-dorong-tersangka-korupsi-mbg-setor-nama-lain-yang-terlibat,News,video jagung dorong sangka korupsi mbg setor nama yang libat,"['video', 'jagung', 'dorong', 'sangka', 'korupsi', 'mbg', 'setor', 'nama', 'yang', 'libat']",10
9 jam yang lalu,Video Prabowo Butuh Waktu Hentikan Kekayaan RI Dicuri: Tak Punya Tongkat Ajaib,https://20.detik.com/detikupdate/20260624-260624085/video-prabowo-butuh-waktu-hentikan-kekayaan-ri-dicuri-tak-punya-tongkat-ajaib,News,video prabowo butuh waktu henti kaya ri curi tak punya tongkat ajaib,"['video', 'prabowo', 'butuh', 'waktu', 'henti', 'kaya', 'ri', 'curi', 'tak', 'punya', 'tongkat', 'ajaib']",12
9 jam yang lalu,Prancis Mati Listrik Massal Gegara Suhu Panas Ekstrem,https://news.detik.com/internasional/d-8545427/prancis-mati-listrik-massal-gegara-suhu-panas-ekstrem,News,prancis mati listrik massal gegara suhu panas ekstrem,"['prancis', 'mati', 'listrik', 'massal', 'gegara', 'suhu', 'panas', 'ekstrem']",8
9 jam yang lalu,"Tampang Taufik Hidayat, Buron Kasus Penganiayaan Sadis Saat Ditangkap",https://news.detik.com/foto-news/d-8545226/tampang-taufik-hidayat-buron-kasus-penganiayaan-sadis-saat-ditangkap,News,tampang taufik hidayat buron kasus aniaya sadis tangkap,"['tampang', 'taufik', 'hidayat', 'buron', 'kasus', 'aniaya', 'sadis', 'tangkap']",8
